"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",A.H.G.A. Hosta of the Year,AAS (All-America Selection®),Alpine Gardening,B (Boron),Bark,Bats,Beach Front,Bees,Beetles,Bi-Color,Birds,Blue,Bog gardening,Brown,Bulb,Bulbs,Bumblebees,Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Cleistogamous,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Corms,Crowns,Cu (Copper),Culinary Herb,Culinary Herb/Spice,Cut Flower,Cuttings: Cane,Cuttings: Leaf,Cuttings: Root,Cuttings: Stem,Cuttings: Tip,Days to germinate,Deer Resistant,Depth to plant seed,Dioecious,Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Flies,Flood Resistant,Flower Time_Fall,Flower Time_Late fall or early winter,Flower Time_Late spring or early summer,Flower Time_Late summer or early fall,Flower Time_Late winter or early spring,Flower Time_Other,Flower Time_Spring,Flower Time_Summer,Flower Time_Winter,Flower Time_Year Round,Flowering Tree,Flowers,Flowers_Blooms on new wood,Flowers_Blooms on old wood,Flowers_Fragrant,Flowers_Inconspicuous,Flowers_Malodorous,Flowers_Nocturnal,Flowers_Other,Flowers_Showy,Foliage Mound Height,Fruit,Fruit is poisonous,Fruit_Dehiscent,Fruit_Edible to birds,Fruit_Indehiscent,Fruit_Other,Fruit_Pops open explosively when ripe,Fruit_Showy,Fruiting Time_Fall,Fruiting Time_Late fall or early winter,Fruiting Time_Late spring or early summer,Fruiting Time_Late summer or early fall,Fruiting Time_Late winter or early spring,Fruiting Time_Other,Fruiting Time_Spring,Fruiting Time_Summer,Fruiting Time_Winter,Fruiting Time_Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genetically Modified,Genus,Goes Dormant,Good as a cover crop,Gophers/Voles,Grass/Grass-like,Green,Groundcover,Guardian plant,Herb/Forb,Houseplant,Hoverflies,Humidity tolerant,Hummingbirds,I (Iodine),In Water,Inflorescence Height,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves_Broadleaf,Leaves_Deciduous,Leaves_Evergreen,Leaves_Fragrant,Leaves_Glaucous,Leaves_Good fall color,Leaves_Malodorous,Leaves_Needled,Leaves_Other,Leaves_Semi-evergreen,Leaves_Spring ephemeral,Leaves_Unusual foliage color,Leaves_Variegated,Life cycle,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Midges,Minimum cold hardiness,Mn (Manganese),Mo (Molybdenum),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Needs specific temperature,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Offsets,Orange,Other,Other Beneficial Insects,Other info,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patent/Plant Breeders' Rights,Patio/Ornamental/Small Tree,Pink,Plant Height,Plant Spread,Pollution,Powdery Mildew,Preferred depth,Prefers to be under-potted,Provide darkness,Provide light,Provides winter interest,Purple,RHS AGM,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrels,Start indoors,Stem,Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Texas Superstar®,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Topiary,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Wasps,Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,Acer,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,Perennial,,Zone 7a,,1.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,True,,,,,,,,,,,,,,,20 to 35 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,spicatum,,,,,,,,,,,,,,,,True,,,,,,,,True,,True,,['https://garden.org/plants/view/79684/Mountain-Maple-Acer-spicatum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acanthocereus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tetragonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/144051/Variegated-Crested-Acanthocereus-Acanthocereus-tetragonus-Fairy-Castle-Variegated/', 'https://garden.org/plants/view/120930/Cereus-Acanthocereus-tetragonus-Ming-Thing/', 'https://garden.org/plants/view/144050/Acanthocereus-Acanthocereus-tetragonus-Fairy-Castle/', 'https://garden.org/plants/view/79670/Triangle-Cactus-Acanthocereus-tetragonus/']",,,,,,,,,,,,,,,True,,,
True,,,,,,,,,,,,,True,,,,True,True,,,,True,,,,True,,,,,0.0,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,0.0,,,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,,Aconitum,,,,,,,,True,,,True,,,,,,,,,True,,,,,,,,,,,,,,Perennial,,Zone 7b,True,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,,,True,,,,,,,,,,,True,,,,3 to 6 feet,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,uncinatum,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,['https://garden.org/plants/view/79705/Monkshood-Aconitum-uncinatum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acalypha,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Annual,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,0.5 - 2.0 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,virginica,,,,,,,,,,,,,,,,,,,,,,,,,,True,,"['https://garden.org/plants/view/79668/Virginia-Copperleaf-Acalypha-virginica/', 'https://garden.org/plants/view/79667/Common-Threeseed-Mercury-Acalypha-virginica-var-rhomboidea/']",,,,,,,,,,,,,True,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adiantum,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,Perennial,,Zone 9b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,True,,,,,2 1/2 feet,2 1/2 feet,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,aleuticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/203727/Western-Maidenhair-Fern-Adiantum-aleuticum/', 'https://garden.org/plants/view/240336/Dwarf-Aleutian-Maidenhair-Fern-Adiantum-aleuticum-var-subpumilum/']",,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenocaulon,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/79718/Pathfinder-Adenocaulon-bicolor/'],,,,,,,,,True,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,Adenophyllum,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cooperi,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/203999/Coopers-Dogweed-Adenophyllum-cooperi/'],,,,,,,,,,,,,,,,,True,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,1.0,,,,,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenostoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,fasciculatum,,,,,,,,,,,,,,,,,,,,,,True,,,,,,['https://garden.org/plants/view/79719/Chamise-Adenostoma-fasciculatum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenostoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,fasciculatum,,,,,,,,,,,,,,,,,,,,,,True,,,,,,['https://garden.org/plants/view/79719/Chamise-Adenostoma-fasciculatum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,True,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,True,,,,True,,,Adlumia,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Biennial,,Zone 9b,,0.0,True,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,,,,,,,,,,,,True,,,,,,,,True,,,,True,15 feet,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,fungosa,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,['https://garden.org/plants/view/87628/Climbing-Fumitory-Adlumia-fungosa/'],,,,True,,,,,True,True,True,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adiantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,Perennial,,Zone 11,,0.0,True,,,Zone 9b -3.9 °C (25 °F) to -1.1 °C (30 °F),,,True,True,,,,,,,,,True,,,,,,,,,,True,True,,,,12 to 18 inches,12 to 24 inches,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,jordanii,,,,,,,True,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/92462/California-Maidenhair-Fern-Adiantum-jordanii/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adiantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,melanoleucum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/166086/Fragrant-Maidenhair-Adiantum-melanoleucum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adoxa,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moschatellina,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,,['https://garden.org/plants/view/88090/Moschatel-Adoxa-moschatellina/'],,,,,,,,True,True,,True,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,Adiantum,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,Perennial,,Zone 8a,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,True,,,,,12 to 24 inches,12 to 24 inches,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,pedatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/75130/Northern-Maidenhair-Fern-Adiantum-pedatum/', 'https://garden.org/plants/view/92494/Northern-Maidenhair-Fern-Adiantum-pedatum-Eco-Aurora-borealis/']",,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenostoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparsifolium,,,,,,,,,,,,,,,,,,,,,,True,,,,,,['https://garden.org/plants/view/79720/Redshank-Adenostoma-sparsifolium/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adiantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,tenerum,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/92463/Brittle-Maidenhair-Fern-Adiantum-tenerum/', 'https://garden.org/plants/view/133492/Brittle-Maidenhair-Fern-Adiantum-tenerum-Farleyense/', 'https://garden.org/plants/view/709232/Brittle-Maidenhair-Fern-Adiantum-tenerum-Jamaica/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adiantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,tricholepis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/170535/Fuzzy-Maidenhair-Adiantum-tricholepis/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,Aeschynomene,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,Annual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To 3 feet or more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,americana,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/132714/Shyleaf-Jointvetch-Aeschynomene-americana/'],,,,,,,,,,,,,,,,,True,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,Aesculus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,californica,,,,,,,,,,,,,,,,,,,,,,,,True,,,,['https://garden.org/plants/view/79721/California-Buckeye-Aesculus-californica/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,True,,,,,,,,,True,,,True,,,,,,True,,,,True,,,,,,,,True,True,,Aesculus,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,Perennial,,Zone 8b,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,50-75 feet (oblong-rounded crown),30-50 feet,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,flava,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/75135/Yellow-Buckeye-Aesculus-flava/', 'https://garden.org/plants/view/766007/Yellow-Buckeye-Aesculus-flava-Burning-Gold/']",,,,,,,,,True,,,,,,,,True,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,True,,,,,True,,,True,,,,,,True,,,,True,,,,,,,,,True,,Aesculus,,,,,True,,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,Perennial,,Zone 7b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,20-40 feet (broad oval-rounded crown),20-40 feet,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,True,,,glabra,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/75136/Ohio-Buckeye-Aesculus-glabra/', 'https://garden.org/plants/view/79722/Western-buckeye-Aesculus-glabra-var-arguta/', 'https://garden.org/plants/view/127504/Ohio-Buckeye-Aesculus-glabra-Kleins-Weeping/', 'https://garden.org/plants/view/143247/Ohio-Buckeye-Aesculus-glabra-Fall-Red/', 'https://garden.org/plants/view/164188/Buckeye-Aesculus-glabra-April-Wine/', 'https://garden.org/plants/view/766008/Ohio-Buckeye-Aesculus-glabra-Autumn-Blaze/', 'https://garden.org/plants/view/766010/Ohio-Buckeye-Aesculus-glabra-October-Red/']",,,,,True,,True,,,,,,,,,,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aeschynomene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/92765/Indian-Jointvetch-Aeschynomene-indica/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,True,True,,,True,,,,,,,,,True,,,True,,,,,,True,,,,True,,,,,,,,True,True,,Aesculus,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,Perennial,,Zone 8b,,1.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,True,,,True,,,,,,,True,,,,,,,,,,,True,,,,12-15 feet (irregular rounded crown),12-15 feet,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,True,,,pavia,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/75140/Red-Buckeye-Aesculus-pavia/', 'https://garden.org/plants/view/79723/Yellow-Buckeye-Aesculus-pavia-var-flavescens/']",,,,,,,True,,,,,,,True,,,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,0.0,,,,,,,,,,,True,,,,,,True,,,,,,True,,,,,,,,,True,,,,True,,,,,,,,True,True,,Aesculus,,,,,,,,,,,,True,,,,,,,,True,,True,,,,True,,,,,,,,Perennial,,Zone 8b,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,True,,,True,,,,,,,True,,,,,,,,,,True,True,,,,8-12 feet,8-15 feet,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,True,,,parviflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/75139/Bottlebrush-Buckeye-Aesculus-parviflora/'],,,,,,,True,,True,,True,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,True,,,True,,,,,,,,,True,,,True,,,,,,True,,,,True,,,,,,,,True,True,,Aesculus,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,Perennial,,Zone 8b,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,True,,,True,,,,,,,True,,,,,,,,,,,True,,,,12-15 feet (irregular rounded crown),12-15 feet,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,True,,,pavia,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"['https://garden.org/plants/view/75140/Red-Buckeye-Aesculus-pavia/', 'https://garden.org/plants/view/79723/Yellow-Buckeye-Aesculus-pavia-var-flavescens/']",,,,,,,True,,,,,,,True,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,Aesculus,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 9b,,0.0,,,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,,,,,,,,,,,,,,,,,,,,,,,True,,,,5 - 20 feet,5 - 10 feet,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,sylvatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79725/Painted-buckeye-Aesculus-sylvatica/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,aequivalvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/126231/Arctic-bentgrass-Agrostis-aequivalvis/'],,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,True,,True,True,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,Ageratina,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,Perennial,,Zone 9b,,0.0,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,,,,,,,,,,,,,True,True,,,,12 - 48 inches,12 - 18 inches,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,altissima,,,,,,,,,,,,,,,,,,,,,,,,,,True,,"['https://garden.org/plants/view/79759/White-Snakeroot-Ageratina-altissima-var-altissima/', 'https://garden.org/plants/view/79758/White-Snakeroot-Ageratina-altissima/', 'https://garden.org/plants/view/97989/White-Snakeroot-Ageratina-altissima-Chocolate/', 'https://garden.org/plants/view/741220/Snakeroot-Ageratina-altissima-Lucky-Melody/']",,,,,,,,,,True,True,,,,,,,
