"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",A.H.G.A. Hosta of the Year,AAS (All-America Selection®),Alpine Gardening,B (Boron),Bark,Bats,Beach Front,Bees,Beetles,Bi-Color,Birds,Blue,Bog gardening,Brown,Bulb,Bulbs,Bumblebees,Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Cleistogamous,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Corms,Crowns,Cu (Copper),Culinary Herb,Culinary Herb/Spice,Cut Flower,Cuttings: Cane,Cuttings: Leaf,Cuttings: Root,Cuttings: Stem,Cuttings: Tip,Days to germinate,Deer Resistant,Depth to plant seed,Dioecious,Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Flies,Flood Resistant,Flower Time_Fall,Flower Time_Late fall or early winter,Flower Time_Late spring or early summer,Flower Time_Late summer or early fall,Flower Time_Late winter or early spring,Flower Time_Other,Flower Time_Spring,Flower Time_Summer,Flower Time_Winter,Flower Time_Year Round,Flowering Tree,Flowers,Flowers_Blooms on new wood,Flowers_Blooms on old wood,Flowers_Fragrant,Flowers_Inconspicuous,Flowers_Malodorous,Flowers_Nocturnal,Flowers_Other,Flowers_Showy,Foliage Mound Height,Fruit,Fruit is poisonous,Fruit_Dehiscent,Fruit_Edible to birds,Fruit_Indehiscent,Fruit_Other,Fruit_Pops open explosively when ripe,Fruit_Showy,Fruiting Time_Fall,Fruiting Time_Late fall or early winter,Fruiting Time_Late spring or early summer,Fruiting Time_Late summer or early fall,Fruiting Time_Late winter or early spring,Fruiting Time_Other,Fruiting Time_Spring,Fruiting Time_Summer,Fruiting Time_Winter,Fruiting Time_Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genetically Modified,Genus,Goes Dormant,Good as a cover crop,Gophers/Voles,Grass/Grass-like,Green,Groundcover,Guardian plant,Herb/Forb,Houseplant,Hoverflies,Humidity tolerant,Hummingbirds,I (Iodine),In Water,Inflorescence Height,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves_Broadleaf,Leaves_Deciduous,Leaves_Evergreen,Leaves_Fragrant,Leaves_Glaucous,Leaves_Good fall color,Leaves_Malodorous,Leaves_Needled,Leaves_Other,Leaves_Semi-evergreen,Leaves_Spring ephemeral,Leaves_Unusual foliage color,Leaves_Variegated,Life cycle,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Midges,Minimum cold hardiness,Mn (Manganese),Mo (Molybdenum),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Needs specific temperature,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Offsets,Orange,Other,Other Beneficial Insects,Other info,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patent/Plant Breeders' Rights,Patio/Ornamental/Small Tree,Pink,Plant Height,Plant Spread,Pollution,Powdery Mildew,Preferred depth,Prefers to be under-potted,Provide darkness,Provide light,Provides winter interest,Purple,RHS AGM,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrels,Start indoors,Stem,Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Texas Superstar®,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Topiary,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Wasps,Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc)
,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,0.0,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,,Agave,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schottii,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/223137/Century-Plant-Agave-schottii-var-schottii/', 'https://garden.org/plants/view/123192/Schotts-Century-Plant-Agave-schottii/', 'https://garden.org/plants/view/223138/Treleases-Agave-Agave-schottii-var-treleasei/']",,,,,,,,,,,True,,,,True,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,scabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79772/Rough-Bentgrass-Agrostis-scabra/'],,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,0.0,,,,,,,,,,,,,True,,,True,,,,,True,,,,,,,,,,,,0.0,,,,,True,,,True,,True,,True,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,,Agave,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,,,,Zone 9a -6.7 °C (20 °F) to -3.9 °C (25 °F),,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,3-4 feet,6-8 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shawii,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,"['https://garden.org/plants/view/79754/Shaws-Agave-Agave-shawii/', 'https://garden.org/plants/view/411309/Shaws-Agave-Agave-shawii-subsp-goldmaniana/', 'https://garden.org/plants/view/415665/Shaws-Agave-Agave-shawii-subsp-shawii/']",,,,,,,,,,,True,,,,True,True,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrimonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,striata,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79767/Roadside-agrimony-Agrimonia-striata/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,0.0,,,,,,,,,,,,,True,,,True,,,,,True,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,True,,Agave,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,4 inches tall when mature,5-7 inches,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,True,,toumeyana,,,,,,,,,,,,,,True,,,,,,True,,True,,,,,,"['https://garden.org/plants/view/116478/Fairy-Ring-Agave-Agave-toumeyana-var-bella/', 'https://garden.org/plants/view/119238/Agave-Agave-toumeyana/', 'https://garden.org/plants/view/223139/Toumeys-Agave-Agave-toumeyana-var-toumeyana/']",,,,,,,,,,,True,,,,True,True,,
True,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,0.0,,,,,,,,,,,,,True,,,True,,,,,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,True,,Agave,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,Perennial,,,,0.0,,,,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),,,,,True,,,,,True,,,,,,True,,,,True,,,,,,,,1 foot,1-2 feet,,,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,univittata,,,,,,,,,,,,,,,True,,,,,,,,,,,,,"['https://garden.org/plants/view/181501/Center-Stripe-Agave-Agave-univittata-Quadricolor/', 'https://garden.org/plants/view/756432/Century-Plant-Agave-univittata-La-Bufa-Baby/', 'https://garden.org/plants/view/79755/Thorncrest-Century-Plant-Agave-univittata/', 'https://garden.org/plants/view/196435/Agave-Agave-univittata-Splendida/']",,,,,,,,,,True,True,,,,True,True,True,
,,,,,,,,,,,,,True,,,True,,,,,,True,True,,,True,,,,,1.0,,,,,,,,,True,,,,,True,,True,,,True,True,True,,True,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,True,,,,,True,2 to 5 feet,,,,,,,,,,,,True,,,,,,,,True,True,,Agastache,,,,,,,,True,,,,True,,,,,True,,,,,,,True,,,,,,,,,,Perennial,,,,1.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,True,,True,,,,,,,,,,,,,,True,1 to 5 feet,to 3 feet,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,True,True,,urticifolia,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,True,,"['https://garden.org/plants/view/79744/Nettleleaf-giant-hyssop-Agastache-urticifolia/', 'https://garden.org/plants/view/124515/Giant-Hyssop-Agastache-urticifolia-Alba/']",,,,,,,,,,True,True,,,,,True,,
,,,,,,,,,,,,,True,,,True,,,,,,True,True,,,True,,,,,0.0,,,,,,,,,True,,,,,True,,True,,,True,True,True,,True,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,True,,,,,True,2 to 5 feet,,,,,,,,,,,,True,,,,,,,,True,True,,Agastache,,,,,,,,True,,,,True,,,,,True,,,,,,,True,,,,,,,,,,Perennial,,,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,True,,True,,,,,,,,,,,,,,True,1 to 5 feet,to 3 feet,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,True,True,,urticifolia,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,True,,"['https://garden.org/plants/view/79744/Nettleleaf-giant-hyssop-Agastache-urticifolia/', 'https://garden.org/plants/view/124515/Giant-Hyssop-Agastache-urticifolia-Alba/']",,,,,,,,,,True,True,,,,,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,1.0,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,,Agave,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,1.0,,,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,utahensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/79756/Utah-Agave-Agave-utahensis/', 'https://garden.org/plants/view/79757/Nevada-Agave-Agave-utahensis-var-nevadensis/', 'https://garden.org/plants/view/116482/Ivory-Spined-Agave-Agave-utahensis-var-eborispina/', 'https://garden.org/plants/view/223755/Kaibab-Agave-Agave-utahensis-subsp-kaibabensis/', 'https://garden.org/plants/view/415668/Utah-Agave-Agave-utahensis-subsp-utahensis/']",,,,,,,,,,,True,,,,True,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,0.0,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,,Agave,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,,,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,utahensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/79756/Utah-Agave-Agave-utahensis/', 'https://garden.org/plants/view/79757/Nevada-Agave-Agave-utahensis-var-nevadensis/', 'https://garden.org/plants/view/116482/Ivory-Spined-Agave-Agave-utahensis-var-eborispina/', 'https://garden.org/plants/view/223755/Kaibab-Agave-Agave-utahensis-subsp-kaibabensis/', 'https://garden.org/plants/view/415668/Utah-Agave-Agave-utahensis-subsp-utahensis/']",,,,,,,,,,,True,,,,True,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,variabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/126261/Mountain-bentgrass-Agrostis-variabilis/'],,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,True,,,,,,,,,,True,,,True,,,,,0.0,,,,,,,,,True,,,,,,,True,,,True,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Agastache,,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,wrightii,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,['https://garden.org/plants/view/201283/Sonoran-giant-hyssop-Agastache-wrightii/'],,,,,,,,,,,True,,,,,True,,
,,,,,,,,,,,,,True,,,,,,,True,True,,,True,,,,,,,1.0,True,,,,,,,True,,,,,,,,True,,,,,True,True,True,,,,,,,,,,0.0,True,,True,,,True,,,,,,,,,,,,True,,True,,,True,,,,True,,,,,,,,,,,,,True,,,,True,,,Allium,True,,,,,,,True,,,,,,,to 12 inches.,True,,,,,,True,,,,,,,,,,,,Perennial,,,,1.0,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,True,4 to 12 inches,nil,,,,,,,True,True,,,True,,,True,,,,,,,,,True,,,,,,,True,True,acuminatum,,,,,,,,,,,,,True,,,,,,,,,True,,,,True,,['https://garden.org/plants/view/79783/Tapertip-Onion-Allium-acuminatum/'],True,,,,,,,,,,True,,,,,True,,
True,,,,,,,,True,,,,,True,,,,,,,True,True,,,True,,,,,,,0.0,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,12 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amplectens,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,"['https://garden.org/plants/view/79784/Narrowleaf-onion-Allium-amplectens/', 'https://garden.org/plants/view/528982/Allium-Allium-amplectens-Graceful-Beauty/']",True,,,,,,,,,True,,,,,,True,,
,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,Alvaradoa,,,,,True,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,Zone 10b,,0.0,,,,Zone 10a -1.1 °C (30 °F) to +1.7 °C (35 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,,"20 feet to 30 feet, but usually less.",,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,amorphoides,,,,,,,,,,,,,,,,True,,,,,,,,True,,True,,['https://garden.org/plants/view/147106/Mexican-Alvaradoa-Alvaradoa-amorphoides/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/124713/Twinleaf-onion-Allium-anceps/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atrorubens,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/223135/Darkred-onion-Allium-atrorubens-var-atrorubens/', 'https://garden.org/plants/view/124714/Inyo-Onion-Allium-atrorubens/', 'https://garden.org/plants/view/225793/Darkred-onion-Allium-atrorubens-var-cristatum/']",True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bisceptrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/125058/Twincrest-Onion-Allium-bisceptrum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bolanderi,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/125057/Bolanders-Onion-Allium-bolanderi/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brandegeei,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/125056/Brandegees-Onion-Allium-brandegeei/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brevistylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79785/Shortstyle-onion-Allium-brevistylum/'],True,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campanulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79787/Dusky-onion-Allium-campanulatum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canadense,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/79791/Meadow-garlic-Allium-canadense-var-mobilense/', 'https://garden.org/plants/view/79789/Wild-onion-Allium-canadense-var-canadense/', 'https://garden.org/plants/view/170580/Hyacinth-Meadow-Garlic-Allium-canadense-var-hyacinthoides/', 'https://garden.org/plants/view/227485/Showy-Meadow-Garlic-Allium-canadense-var-lavendulare/', 'https://garden.org/plants/view/79788/Wild-Onion-Allium-canadense/', 'https://garden.org/plants/view/170579/Meadow-Garlic-Allium-canadense-var-ecristatum/']",True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,True,,,,,,True,True,True,True,True,,,,,,,0.0,,,,,,,,,True,,,,,,,True,,,,,True,,True,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,Perennial,,Zone 8b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,True,,True,,,,,,,True,,,,,,,,,,,True,12 - 18 inches,3 - 6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cernuum,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,"['https://garden.org/plants/view/75196/Nodding-Onion-Allium-cernuum/', 'https://garden.org/plants/view/144008/Lillydale-Onion-Allium-cernuum-Oxy-White/']",True,,,,,,,,True,True,True,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coryi,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79792/Yellow-flowered-onion-Allium-coryi/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,True,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Allium,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,4 to 6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cratericola,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/124715/Cascade-Onion-Allium-cratericola/'],True,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crenulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79793/Olympic-onion-Allium-crenulatum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crispum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/79794/Crinkled-onion-Allium-crispum/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuthbertii,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/113997/Striped-Garlic-Allium-cuthbertii/'],True,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diabolense,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/125064/Serpentine-Onion-Allium-diabolense/'],True,,,,,,,,,,,,,,,,,
