,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamSize,IsAlone,AgeClass,HasCabin,AgeSex,FamClass,NameSex,IsMarried,SexMarried,AgeSexMarried,SexClass,SexCabin
146,1,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
147,0,3,1,0,1,2,2,3,9,2,4,0,0.4,0,0.47058823529411764,0.0,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.45652173913043476,0.6578947368421053
148,0,2,2,1,4,0,2,2,5,2,2,0,0.48936170212765956,1,0.2457627118644068,0.7083333333333334,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.45
149,0,2,4,1,4,0,0,1,9,2,0,1,0.48936170212765956,0,0.2457627118644068,0.352112676056338,0.3333333333333333,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.14414414414414414
150,0,2,4,1,5,0,0,1,9,2,0,1,0.2,0,0.1875,0.352112676056338,0.3333333333333333,0,0.19008264462809918,0.18518518518518517,0.1527777777777778,0.14414414414414414
151,1,1,3,0,3,1,0,3,2,2,1,0,0.8064516129032258,1,0.734375,0.82,0.8,1,0.8,0.6818181818181818,0.9743589743589743,0.9473684210526315
152,0,3,2,1,5,0,0,1,9,2,0,1,0.25,0,0.1875,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.14056224899598393,0.14414414414414414
153,0,3,2,1,4,0,2,2,9,2,2,0,0.17142857142857143,0,0.2457627118644068,0.40625,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
154,0,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
155,0,1,2,1,5,0,1,3,9,0,1,0,0.5483870967741935,0,0.1875,0.82,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.14414414414414414
156,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
157,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
158,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
159,0,3,0,1,1,8,2,3,9,2,10,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
160,0,3,2,1,4,0,1,2,9,2,1,0,0.17142857142857143,0,0.2457627118644068,0.37142857142857144,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
161,1,2,3,0,4,0,0,2,9,2,0,1,0.48936170212765956,0,0.7878787878787878,0.352112676056338,0.8,1,0.8,0.7857142857142857,0.9310344827586207,0.6578947368421053
162,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
163,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
164,0,3,0,1,0,4,1,3,9,2,5,0,0.6666666666666666,0,0.7777777777777778,0.0,0.7083333333333334,0,0.19008264462809918,0.7777777777777778,0.14056224899598393,0.14414414414414414
165,1,3,0,1,1,0,2,2,9,2,2,0,0.4,0,0.625,0.40625,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
166,1,1,3,0,2,0,1,3,4,2,1,0,0.6216216216216216,1,0.7894736842105263,0.82,0.8,1,0.8,0.9375,0.9743589743589743,0.9473684210526315
167,0,3,3,0,4,1,4,2,9,2,5,0,0.17142857142857143,0,0.7878787878787878,0.0,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
168,0,1,2,1,2,0,0,2,9,2,0,1,0.6216216216216216,0,0.09375,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.14414414414414414
169,0,3,2,1,3,0,0,3,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
170,0,1,2,1,5,0,0,3,1,2,0,1,0.5483870967741935,1,0.1875,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.45
171,0,3,0,1,1,4,1,2,9,1,5,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
172,1,3,1,0,0,1,1,1,9,2,2,0,0.6666666666666666,0,0.7142857142857143,0.40625,0.7063492063492064,0,0.7218045112781954,0.7142857142857143,0.45652173913043476,0.6578947368421053
173,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
174,0,1,2,1,5,0,0,2,0,0,0,1,0.5483870967741935,1,0.1875,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.45
175,0,3,2,1,2,1,1,0,9,2,2,0,0.1937984496124031,0,0.09375,0.40625,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
176,0,3,0,1,1,3,1,2,9,2,4,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
177,0,1,1,0,4,0,0,2,2,0,0,1,0.6865671641791045,1,0.7878787878787878,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9743589743589743,0.9473684210526315
178,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
179,0,3,2,1,4,0,0,0,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
180,0,3,1,0,2,8,2,3,9,2,10,0,0.1937984496124031,0,0.7894736842105263,0.0,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
181,0,2,2,1,2,0,0,2,9,0,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
182,0,3,0,1,1,4,2,3,9,2,6,0,0.4,0,0.625,0.16666666666666666,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
183,1,2,0,1,0,2,1,3,5,2,3,0,1.0,1,0.7777777777777778,0.7,0.7083333333333334,0,0.19008264462809918,0.7777777777777778,0.1527777777777778,0.45
184,1,3,1,0,1,0,2,2,9,2,2,0,0.4,0,0.47058823529411764,0.40625,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.45652173913043476,0.6578947368421053
185,0,1,2,1,2,0,0,3,0,2,0,1,0.6216216216216216,1,0.09375,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.45
186,1,3,3,0,2,1,0,2,9,1,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.8,1,0.8,0.9375,0.45652173913043476,0.6578947368421053
187,1,1,2,1,4,0,0,2,9,2,0,1,0.6865671641791045,0,0.2457627118644068,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.14414414414414414
188,0,3,2,1,4,1,1,2,9,1,2,0,0.17142857142857143,0,0.2457627118644068,0.40625,0.1657754010695187,1,0.3,0.32,0.14056224899598393,0.14414414414414414
189,0,3,2,1,4,0,0,0,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
190,1,2,3,0,4,0,0,1,9,2,0,1,0.48936170212765956,0,0.7878787878787878,0.352112676056338,0.8,1,0.8,0.7857142857142857,0.9310344827586207,0.6578947368421053
191,0,2,2,1,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
192,1,3,1,0,2,1,0,0,9,2,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
193,1,2,0,1,1,1,1,2,5,2,2,0,1.0,1,0.625,0.7083333333333334,0.7083333333333334,0,0.19008264462809918,0.625,0.1527777777777778,0.45
194,1,1,3,0,4,0,0,2,1,0,0,1,0.6865671641791045,1,0.7878787878787878,0.5568181818181818,0.8,1,0.8,0.7857142857142857,0.9743589743589743,0.9473684210526315
195,1,1,1,0,5,0,0,3,1,0,0,1,0.5483870967741935,1,0.8823529411764706,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,1.0,0.9743589743589743,0.9473684210526315
196,0,3,2,1,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
197,0,3,2,1,4,0,1,1,9,2,1,0,0.17142857142857143,0,0.2457627118644068,0.37142857142857144,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
198,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
199,0,2,1,0,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.734375,0.352112676056338,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.9310344827586207,0.6578947368421053
200,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
201,0,3,2,1,2,8,2,3,9,2,10,0,0.1937984496124031,0,0.09375,0.0,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
202,0,3,2,1,4,0,0,0,9,2,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
203,0,3,2,1,4,0,0,0,9,0,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
204,1,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
205,0,3,1,0,0,0,1,1,8,2,1,0,0.6666666666666666,1,0.7142857142857143,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7142857142857143,0.45652173913043476,0.9473684210526315
206,0,3,2,1,4,1,0,2,9,2,1,0,0.17142857142857143,0,0.2457627118644068,0.37142857142857144,0.1657754010695187,1,0.3,0.32,0.14056224899598393,0.14414414414414414
207,1,3,2,1,3,0,0,2,9,0,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
208,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
209,1,1,2,1,4,0,0,2,0,0,0,1,0.6865671641791045,1,0.2457627118644068,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.45
210,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
211,1,2,1,0,4,0,0,2,9,2,0,1,0.48936170212765956,0,0.7878787878787878,0.352112676056338,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9310344827586207,0.6578947368421053
212,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
213,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
214,0,3,2,1,2,1,0,0,9,1,1,0,0.1937984496124031,0,0.09375,0.37142857142857144,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
215,1,1,1,0,4,1,0,3,3,0,1,0,0.6865671641791045,1,0.7878787878787878,0.82,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9743589743589743,0.9473684210526315
216,1,3,1,0,3,0,0,1,9,2,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
217,0,2,2,1,4,1,0,2,9,2,1,0,0.48936170212765956,0,0.2457627118644068,0.6086956521739131,0.1657754010695187,1,0.3,0.32,0.1527777777777778,0.14414414414414414
218,1,1,1,0,4,0,0,3,3,0,0,1,0.6865671641791045,1,0.7878787878787878,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9743589743589743,0.9473684210526315
219,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
220,1,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
221,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
222,0,3,2,1,5,0,0,1,9,2,0,1,0.25,0,0.1875,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.14056224899598393,0.14414414414414414
223,0,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
224,1,1,2,1,4,1,0,3,2,2,1,0,0.6865671641791045,1,0.2457627118644068,0.82,0.1657754010695187,1,0.3,0.32,0.41304347826086957,0.45
225,0,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
226,1,2,2,1,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
227,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
228,0,2,2,1,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
229,0,3,1,0,1,3,1,2,9,2,4,0,0.4,0,0.47058823529411764,0.0,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.45652173913043476,0.6578947368421053
230,1,1,3,0,4,1,0,3,2,2,1,0,0.6865671641791045,1,0.7878787878787878,0.82,0.8,1,0.8,0.7857142857142857,0.9743589743589743,0.9473684210526315
231,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
232,0,2,2,1,5,0,0,1,9,2,0,1,0.2,0,0.1875,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.1527777777777778,0.14414414414414414
233,1,3,1,0,1,4,2,3,9,2,6,0,0.4,0,0.47058823529411764,0.16666666666666666,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.45652173913043476,0.6578947368421053
234,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
235,0,3,1,0,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
236,0,2,2,1,4,1,0,2,9,2,1,0,0.48936170212765956,0,0.2457627118644068,0.6086956521739131,0.1657754010695187,1,0.3,0.32,0.1527777777777778,0.14414414414414414
237,1,2,1,0,1,0,2,2,9,2,2,0,1.0,0,0.47058823529411764,0.7083333333333334,0.7063492063492064,0,0.7218045112781954,0.47058823529411764,0.9310344827586207,0.6578947368421053
238,0,2,2,1,2,0,0,1,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
239,0,2,2,1,4,0,0,1,9,2,0,1,0.48936170212765956,0,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.14414414414414414
240,0,3,1,0,2,1,0,1,9,0,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
241,1,3,1,0,2,1,0,2,9,1,1,0,0.1937984496124031,0,0.7894736842105263,0.37142857142857144,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
242,0,2,2,1,3,0,0,1,9,2,0,1,0.46511627906976744,0,0.18181818181818182,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.1527777777777778,0.14414414414414414
243,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
244,0,3,2,1,3,0,0,0,9,0,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
245,0,1,4,1,4,2,0,3,2,1,2,0,0.6865671641791045,1,0.2457627118644068,0.7619047619047619,0.3333333333333333,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.45
246,0,3,1,0,3,0,0,0,9,2,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
247,1,2,3,0,3,0,2,2,9,2,2,0,0.46511627906976744,0,0.734375,0.7083333333333334,0.8,1,0.8,0.6818181818181818,0.9310344827586207,0.6578947368421053
248,1,1,2,1,4,1,1,3,3,2,2,0,0.6865671641791045,1,0.2457627118644068,0.7619047619047619,0.1657754010695187,1,0.3,0.32,0.41304347826086957,0.45
249,0,2,4,1,5,1,0,2,9,2,1,0,0.2,0,0.1875,0.6086956521739131,0.3333333333333333,1,0.3,0.2,0.1527777777777778,0.14414414414414414
250,0,3,2,1,2,0,0,0,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
251,0,3,3,0,3,1,1,1,8,2,2,0,0.22,1,0.734375,0.40625,0.8,1,0.8,0.6818181818181818,0.45652173913043476,0.9473684210526315
252,0,1,2,1,5,0,0,2,2,2,0,1,0.5483870967741935,1,0.1875,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.41304347826086957,0.45
253,0,3,2,1,3,1,0,2,9,2,1,0,0.22,0,0.18181818181818182,0.37142857142857144,0.1657754010695187,1,0.3,0.3,0.14056224899598393,0.14414414414414414
254,0,3,3,0,4,0,2,2,9,2,2,0,0.17142857142857143,0,0.7878787878787878,0.40625,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
255,1,3,3,0,3,0,2,2,9,0,2,0,0.22,0,0.734375,0.40625,0.8,1,0.8,0.6818181818181818,0.45652173913043476,0.6578947368421053
256,1,1,3,0,5,0,0,3,9,0,0,1,0.5483870967741935,0,0.8823529411764706,0.5568181818181818,0.8,1,0.8,0.8666666666666667,0.9743589743589743,0.6578947368421053
257,1,1,1,0,3,0,0,3,1,2,0,1,0.8064516129032258,1,0.734375,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.9743589743589743,0.9473684210526315
258,1,1,1,0,4,0,0,3,9,0,0,1,0.6865671641791045,0,0.7878787878787878,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9743589743589743,0.6578947368421053
259,1,2,3,0,4,0,1,2,9,2,1,0,0.48936170212765956,0,0.7878787878787878,0.6086956521739131,0.8,1,0.8,0.7857142857142857,0.9310344827586207,0.6578947368421053
260,0,3,2,1,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
261,1,3,0,1,1,4,2,3,9,2,6,0,0.4,0,0.625,0.16666666666666666,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
262,0,1,2,1,5,1,1,3,4,2,2,0,0.5483870967741935,1,0.1875,0.7619047619047619,0.1657754010695187,1,0.3,0.2,0.41304347826086957,0.45
263,0,1,2,1,4,0,0,0,1,2,0,1,0.6865671641791045,1,0.2457627118644068,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.45
264,0,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
265,0,2,2,1,4,0,0,1,9,2,0,1,0.48936170212765956,0,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.14414414414414414
266,0,3,2,1,2,4,1,3,9,2,5,0,0.1937984496124031,0,0.09375,0.0,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
267,1,3,2,1,3,1,0,0,9,2,1,0,0.22,0,0.18181818181818182,0.37142857142857144,0.1657754010695187,1,0.3,0.3,0.14056224899598393,0.14414414414414414
268,1,1,3,0,5,0,1,3,2,2,1,0,0.5483870967741935,1,0.8823529411764706,0.82,0.8,1,0.8,0.8666666666666667,0.9743589743589743,0.9473684210526315
269,1,1,1,0,4,0,0,3,2,2,0,1,0.6865671641791045,1,0.7878787878787878,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.9743589743589743,0.9473684210526315
270,0,1,2,1,2,0,0,2,9,2,0,1,0.6216216216216216,0,0.09375,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.14414414414414414
271,1,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
272,1,2,3,0,4,0,1,2,9,2,1,0,0.48936170212765956,0,0.7878787878787878,0.6086956521739131,0.8,1,0.8,0.7857142857142857,0.9310344827586207,0.6578947368421053
273,0,1,2,1,4,0,1,2,2,0,1,0,0.6865671641791045,1,0.2457627118644068,0.82,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.41304347826086957,0.45
274,1,3,1,0,2,0,0,0,9,1,0,1,0.1937984496124031,0,0.7894736842105263,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7317073170731707,0.45652173913043476,0.6578947368421053
275,1,1,1,0,5,1,0,3,3,2,1,0,0.5483870967741935,1,0.8823529411764706,0.82,0.7063492063492064,0,0.7218045112781954,1.0,0.9743589743589743,0.9473684210526315
276,0,3,1,0,4,0,0,0,9,2,0,1,0.17142857142857143,0,0.7878787878787878,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7916666666666666,0.45652173913043476,0.6578947368421053
277,0,2,2,1,2,0,0,0,9,2,0,1,0.47368421052631576,0,0.09375,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.09375,0.1527777777777778,0.14414414414414414
278,0,3,0,1,1,4,1,2,9,1,5,0,0.4,0,0.625,0.0,0.7083333333333334,0,0.19008264462809918,0.625,0.14056224899598393,0.14414414414414414
279,1,3,3,0,4,1,1,2,9,2,2,0,0.17142857142857143,0,0.7878787878787878,0.40625,0.8,1,0.8,0.7857142857142857,0.45652173913043476,0.6578947368421053
280,0,3,2,1,5,0,0,0,9,1,0,1,0.25,0,0.1875,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.18518518518518517,0.14056224899598393,0.14414414414414414
281,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
282,0,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
283,1,3,2,1,2,0,0,1,9,2,0,1,0.1937984496124031,0,0.09375,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.09375,0.14056224899598393,0.14414414414414414
284,0,1,2,1,2,0,0,2,0,2,0,1,0.6216216216216216,1,0.09375,0.5568181818181818,0.1657754010695187,0,0.19008264462809918,0.09375,0.41304347826086957,0.45
285,0,3,2,1,4,0,0,1,9,0,0,1,0.17142857142857143,0,0.2457627118644068,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.14056224899598393,0.14414414414414414
286,1,3,2,1,3,0,0,1,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
287,0,3,2,1,3,0,0,0,9,2,0,1,0.22,0,0.18181818181818182,0.1906779661016949,0.1657754010695187,0,0.19008264462809918,0.15555555555555556,0.14056224899598393,0.14414414414414414
288,1,2,2,1,4,0,0,1,9,2,0,1,0.48936170212765956,0,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.14414414414414414
289,1,3,1,0,3,0,0,0,9,1,0,1,0.22,0,0.734375,0.1906779661016949,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.45652173913043476,0.6578947368421053
290,1,1,1,0,3,0,0,3,9,2,0,1,0.8064516129032258,0,0.734375,0.5568181818181818,0.7063492063492064,0,0.7218045112781954,0.7619047619047619,0.9743589743589743,0.6578947368421053
291,1,1,3,0,2,1,0,3,1,0,1,0,0.6216216216216216,1,0.7894736842105263,0.82,0.8,1,0.8,0.9375,0.9743589743589743,0.9473684210526315
292,0,2,2,1,4,0,0,1,3,0,0,1,0.48936170212765956,1,0.2457627118644068,0.352112676056338,0.1657754010695187,0,0.19008264462809918,0.22580645161290322,0.1527777777777778,0.45
